Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  40       40.000      -.02360    98825        -.06613         .06712
  41       41.000      -.02457    98490        -.06694         .06758
  42       42.000      -.02572    98155        -.06750         .06801
  43       43.000      -.02691    97820        -.06800         .06836
  44       44.000      -.02798    97485        -.06849         .06872
  45       45.000      -.02887    97150        -.06896         .06900
  46       46.000      -.02960    96815        -.06939         .06924
  47       47.000      -.03011    96480        -.06987         .06934
  48       48.000      -.03023    96145        -.07032         .06923
  49       49.000      -.02986    95810        -.07069         .06904
  50       50.000      -.02910    95475        -.07114         .06866
  51       51.000      -.02798    95140        -.07170         .06809
  52       52.000      -.02639    94805        -.07228         .06741
  53       53.000      -.02409    94470        -.07292         .06660
  54       54.000      -.02163    94135        -.07364         .06565
  55       55.000      -.01873    93800        -.07452         .06466
  56       56.000      -.01535    93465        -.07548         .06352
  57       57.000      -.01172    93130        -.07636         .06220
  58       58.000      -.00821    92795        -.07713         .06083
  59       59.000      -.00480    92460        -.07793         .05935
  60       60.000      -.00139    92125        -.07872         .05784
  61       61.000       .00213    91790        -.07949         .05636
  62       62.000       .00558    91455        -.08022         .05478
  63       63.000       .00908    91120        -.08104         .05320
  64       64.000       .01279    90785        -.08184         .05159
  65       65.000       .01680    90450        -.08272         .04992
  66       66.000       .02069    90115        -.08362         .04829
  67       67.000       .02431    89780        -.08455         .04672
  68       68.000       .02784    89445        -.08532         .04522
  69       69.000       .03072    89110        -.08608         .04395
  70       70.000       .03360    88775        -.08686         .04285
  71       71.000       .03646    88440        -.08767         .04184
  72       72.000       .03930    88105        -.08852         .04093
  73       73.000       .04149    87770        -.08938         .04010
  74       74.000       .04338    87435        -.09035         .03931
  75       75.000       .04508    87100        -.09141         .03852
  76       76.000       .04696    86765        -.09262         .03787
  77       77.000       .04857    86430        -.09385         .03732
  78       78.000       .05000    86095        -.09509         .03684
  79       79.000       .05123    85760        -.09643         .03633
  80       80.000       .05206    85425        -.09792         .03574
  81       81.000       .05224    85090        -.09946         .03495
  82       82.000       .05187    84755        -.10099         .03400
  83       83.000       .05118    84420        -.10236         .03295
  84       84.000       .04993    84085        -.10366         .03186
  85       85.000       .04809    83750        -.10497         .03073
  86       86.000       .04543    83415        -.10614         .02967
  87       87.000       .04211    83080        -.10728         .02866
  88       88.000       .03838    82745        -.10829         .02765
  89       89.000       .03419    82410        -.10915         .02654
  90       90.000       .02955    82075        -.10989         .02543
  91       91.000       .02417    81740        -.11050         .02436
  92       92.000       .01852    81405        -.11100         .02342
  93       93.000       .01265    81070        -.11130         .02250
  94       94.000       .00633    80735        -.11148         .02175
  95       95.000      -.00017    80400        -.11142         .02102
  96       96.000      -.00652    80065        -.11135         .02038
  97       97.000      -.01295    79730        -.11124         .01982
  98       98.000      -.01937    79395        -.11095         .01936
  99       99.000      -.02552    79060        -.11069         .01899
 100      100.000      -.03163    78725        -.11032         .01859
Cross Semivariogram     tail:Mo           head:Y1            direction  1 
   1        1.000       .00002   111890        -.02742         .08493
   2        2.000      -.00051   111555        -.02673         .08561
   3        3.000      -.00139   111220        -.02600         .08618
   4        4.000      -.00256   110885        -.02537         .08661
   5        5.000      -.00427   110550        -.02490         .08690
